compra,clase
bebida 2 lt,0
bombachas hombre,2
café en polvo instantáneo,0
bebida gaseiosa 125 lt,0
galletas dulcs,0
fiambre jamonada,0
recarga cloro,3
repuestos automóvil,5
pisco sour con sabor,1
ampolleta xenon de foco,5
removedor de manchas vanish ropa,3
latas de cerveza sin alcohol,1
remedio bilaxil estreñimiento,4
galletas mini dulces sin relleno,0
ropa de niño pantalón y poleras,2
pegamento corega ultra crema,4
ventilador ionizado,3
traslado micro am pm colegio,5
tratamiento quinesiologo,4
limpiador cif en crema multiuso,3
dulces masticables toffe,0
lysoform air,3
cigarro pallman 10 chico,1
baúl blanco plástico sin tapa,3
chamito sixpack bebida láctea con probioticos,0
par de media de bamboo,2
cola de mono trago,1
2 sostenes 6 calzones,2
bono infectologia,4
pasaje calera,5
ice tea lipton durazno,0
caramelo menta,0
margarina pequeña,0
cajas planiden odt remedio,4
consulta médica oftalmológica,4
cono airwick casp aromatizante,3
auto hyundai 14 bencinero,5
camisetas primera capa,2
costilla de cerdo fresco,0
bono atención perfil bioquímico,4
botella para el agua niño,3
chalecos de muejr,2
medicamento budesonida,4
bono de consulta médica control anual,4
poleras de colegio,2
set de baño para estanque,3
cierre centralizado eléctrico automóvil,5
detergente omo ropa polvo,3
examenes de sangre para ver nivel de vitamina d en la sangre,4
hilo dorado,2
mueble de cicina colgante 2 cajones,3
cheque bonos neurología,4
resonancia magnética de esófago,4
transporte locomoción lo echevers a las rejas,5
rejilla pescado,3
consulta médica particular bono,4
bono optalmologia,4
cloro gel clorox,3
tornillos 5 pulg,3
pasaje colectivo valpocurauma,5
pack de calcetines adulto,2
pasajes viaje a santiago,5
medicamento glicemia,4
bidones lavalozas detergente,3
barra de chocolate de leche,0
medicamento mesformina eutirox,4
cuadro de madera,3
licor ron embotellada,1
spaghetti seco envasado n°5,0
mantención del vehículo respuestos,5
pares de calcetines de algodón,2
celular iphone 5 s con 10000 en llamadas y 30 mg de internet,6
cargo bip,5
aromatizante refresh gel aroma limón,3
examen de orina completo,4
helado suspiro limeño,0
choclo peruano congelado envasado,0
pila de ajos,0
te mildred cy,0
correa,5
vitaminas biontres y otros multivitaminicos,4
mayonesa eggless,0
leche cultivada light durazno,0
unidades platos plasticos,3
danky mega helado individual,0
aseo casa,3
darmas cad vitaminas calcio,4
taxi del centro a casa,5
examen de sangre para ver nivel de colesterol glicemia,4
nuggets crocante sandia,0
hospitalizacion por hipertensión arterial 7 dias,4
poleras deportivas unisex,2
filtro de café,3
bidon detergente líquido de 4 lts,3
recuerdos y souvenirs especifique figura moais,3
queque rico trozo,0
zapallo camote envasado,0
medicamento caja 60 capsulas,4
vino carme 120 tinto,1
traje de gala varón incluye cerámica,2
caja de 20 bolsas de te verde natural con berry,0
cambio tapiz sillones,3
panes marraquetas hallullas,0
kopodex comprimido 500 para la epilepsia,4
te lipton 50 unidades,0
paquete de apio,0
consulta médica gastonteologo,4
estufa a pellet,3
cloro crema,3
ginger 3 litros,0
ceras blem flo 900 cc,3
estacionamiento pedro de valdivia,5
pack sprite zero botella plástica 250 cc,0
ampolletas bola ahorro,3
cambio de alfombra por inundación del baño,3
toalla nova pack,3
cigarrillo cajetilla,1
bono médico urologia,4
viaje 1 arriendo de auto en coyhaique,5
aromatizante refresh gel aroma limón,3
vino casillero del diablo en botella,1
taxi estación central ñuñoa,5
cerveza heineken 6 unidades9,1
trozo zapallo fresco,0
tapsin en polvo remedio para gripe,4
consulta general medicina general,4
loratadina 10 g 30 tabletas,4
café en tarro instantáneo,0
auto fíat punto grande 2013,5
caja vitamina c 100 mg,4
par de botas de cuero niño,2
servilleta nova clas,3
sweter manga larga algodón,2
paracetamol caja,4
horno eléctrico pequeño,3
harina corriente granel,0
tapaduras tratamiento dental,4
ropa interior conjunto,2
vantris max caída cabello,4
faja lumbar etc,4
polera con cuello y calcetín vestir hombre,2
bono por neurología,4
lavados de ropa en lavandería,2
lijas para pared,3
tratamiento kinesiologo,4
velo cortina 115x250 blanco,3
coctel tof cream capel,1
1 consulta médica al nefrologo,4
alcolex sol top,4
aceitunas envasada,0
esencias florales de bach 7 10 ml 1 30ml 2 75ml,4
triángulo de manzana dulce kuchen,0
caldo de gallina libre de grasa caja,0
desodorante ambiental,3
arroz bco,0
poleorn hombre,2
pack de 3 toallas nova,3
urgencia a clínica alemana,4
bono matrona,4
pack slip de niño 3 unid,2
arriendo de automóvil por 5 dias,5
celular con plan 400 min,6
minipimer stick mixe,3
néctar piña,0
leche con frutilla individual,0
molde pan centeno paquete molde,0
pantalones de gabardina mujer,2
candelabros metalicos navideños,3
galleta tritón clásica,0
cigarros sueltos,1
pasaje micor n°603 viña g carreño,5
aguita liviana supremo,0
cigarros pall mall 20 unid,1
pasta seca fettuccini,0
holter examen de medición de presión,4
gotitas para lubricar ojos,4
luces decorativas acrilico,3
paseo fuera stgo desayuno almuerzo,5
cocina de 4 platos a gas,3
zapatillas de pompons niña,2
cera para pisos roja,3
papa frita tarro snack,0
chalas gacel mujer,2
mentholatun inhalador nasal,4
equipo teléfono iphone splan,6
bebidas gaseosas con azúcar,0
beatle de hombre,2
antialergico desloratadina comprimidos,4
pepperoni laminado envasado,0
servilleta toalla nova de papel,3
zapatillas pares 38000 cu mujeres,2
limpiador grinsel lavanda,3
pasteles varios,0
pasaje tiltilsantiago,5
sal fina en bolsa,0
pastel manjar nuez individual,0
perchero amigo,3
mini refrigerador,3
camioneta ford ranger,5
set de ganchos plasticos cortina baño,3
fuzol detergente de ropa,3
huawei mate 9 solo aparato,6
camisas hombre manga larga,2
calefont mademsa 8 lts,3
metros tela para falda,2
gancho colgan ropa,3
consulta dermatología,4
paasje colectivo lampa,5
cachantun individual,0
botellas cloro,3
bono atención media clínica 1 electro encefalograma,4
vino lharv 750 cc,1
yogurt diet soprole,0
cubierto 24 pzs 9990 5000 pts,3
colchón 15 plaza,3
boxer hombre algodón,2
toallas cuerpo,3
cera botella,3
rollos de cañamo,3
radiografía a las manos,4
pasajes ida micro regreso viña,5
champiñones 200 grs,0
schort hombre,2
pisco sour capel botella,1
bebida frutal tento,0
par hawainanas nuevas,2
cajas pastillas para dormir,4
potes de plasticos,3
dulce pastillas,0
jeans color azul,2
maestro,3
espumantes en botella,1
pack de 150 servilletas de papel,3
esteroctomia total,4
compra regalo chaqueta infantil niña,2
carne abastero bandeja,0
resina fotocurada,4
acces asado,3
galletas mini de chocolate,0
caja de aspirina 20 comprimidos 500 mg,4
nastizol día y noche pastillas,4
vehículo tata,5
carne vacuno posta negra fresca a granel,0
medallón espinaca,0
chaleco hombre nuevo,2
atorvastatina 1 caja x 30 past,4
3 mini batidores,3
anticonceptivo línea 3,4
movilización vale colegio,5
emugloss pomada hidratante,4
camisa ml ksh b hombre,2
pasajes para compras locomoción,5
uva importada roja envasada,0
mueble para living,3
remedios 2 aerius 1 symbicort 80 mg,4
partidor universal para tubo florescente,3
jamón acaramelado pollo,0
quit vanish desmanchador de ropa,3
set esponjas,3
bolsa de chocolates,0
mano de obra mantención jardín,3
costillar cerdo con ají,0
pila de ají verde fresco,0
examenes de sangre orina pap,4
malvas chocolates,0
crema facial para la alergia medazol,4
escritorio plegable,3
1 caja clinomax x 30 pastillas menopausia,4
prevagalina 30 comprimidos medicamento para dolor,4
yogurth de soya,0
tarro de sipekill,3
examenes ginecologicos informante,4
rollo alumino,3
1 caja de inyecciones anticonceptiva,4
un buzo deportivo varón otro de dama,2
hermético flex rectangular chico,3
escudo latas,1
te 100 bolsitas,0
pastas secas tipo mariposa en bolsa,0
pasaje est central p h,5
lavado engrasado de motor,5
botella agua ardiente,1
vanish alfombra,3
huevos gllina,0
vino carmenere 15 lts,1
pasaje cañete concepción,5
de pan once corriente,0
tratamiento conducto dental,4
plato mediano,3
cambio aceite reparación freno cambio neumático,5
clavos para cemento,3
caja caldos naturezza de costilla,0
toalla de mano concepto beige,3
dentista pulpotomia,4
jamonada de pavo laminada granel,0
examenes pre operatorio electrocardiografía hemograma nitrógeno ureico en sangre creatinina protombina urocultivo extracción de sangre,4
auto aveo 2010,5
pimienta,0
día de hospitalizacion examen,4
radiografía dental 1213719,4
neumaticos aro 13 auto,5
enchufe adaptador 16 a a 10 a,3
súper 8 oblea dulce crelleno,0
espejos b13 r y l rígido,5
duraznos en mitades conserva 590 grs cu,0
medicamentos lidocaina crema,4
par chalas dama adulto,2
consulta control sano,4
pastilla trioval,4
cerveza cristal de 1 lt 200 cc,1
pote manjar,0
bon bonn bum surtidas,0
placa dental hombre,4
paquete de cebollas,0
champiñones fresco,0
melipass relajante natural,4
baterias alcalinas de 9 volts,3
equipo fleboclisis c toma de aire 15 mt ptal,4
zapatillas deportiva avron,2
tomates frescos penino fresco,0
pote de crema avellanas,0
lechugas costinas,0
servicio limpieza depto,3
caja omeprazol remedio reflujo estomacal,4
lavalozas limón 300 ml,3
lija de fierro tradicional,3
asepxia azufre jabón,4
lavadora ropa automática madensa,3
palto miel,4
calzado casual muejr,2
cigarros 10 unid,1
pisos para bañera,3
cajetilla cigarros x 20 cigarros,1
pala virutex con mango,3
cargo celular,6
calzados mujer,2
cerradura 1070 embutir,3
ampolletas led rosca 40 watts,3
sopa de costilla en sobre,0
pasaje microbus regreso,5
pasaje colectivo casacentro,5
compromidos de captodril de 26 ml hipertensión arterial,4
tetera smarca,3
pisco sour la serena,1
churros 100 cu,0
colectivo centro peñalolen,5
vienesas ave,0
blusas mujer chaleco mujer,2
pack 12 cervezas,1
wd40 aceite multiuso,5
cloro acuenta,3
crema toleriane para rostro,4
examen sangre completo 1 radiografía carpo en el brazo y mano,4
pasajes locomoción manzanar,5
pasajes ida vuelta a valparaiso,5
lino para cortina género,3
sedan,5
jalea sabor frambuesa,0
revisión mantenimiento 100000 km,5
blusa polar dama,2
medicamento dal 28 comprimidos,4
limpia pisos líquido envasado,3
en barra desodorante ambiental,3
polar dama,2
seroquel 100 mg,4
enalapril medicamento par enferma cardiaca,4
examen al tórax,4
tres dias hospitalizada en clínica,4
espinacas frescas a granel,0
pastel de chocolate,0
harina de trigo granel,0
uniforme buzo,2
calefont 10 lt,3
viaje casa hospital taxi,5
cecina 14 vacuno,0
full limón caramelos,0
consulta médica cirugía digestiva,4
darmas cad vitaminas calcio,4
bono médico general diabetes,4
arrocera eléctrica,3
pechuga entera de pollo fresco granel,0
juego living 5 cuerpos ecocuero,3
coca light bebida gaseosa,0
belmont 20 cigarrillos,1
ex médico ecotomografia de sangre abdominal,4
frasco gotas clortrimazol 1,4
salsa teriyak ltte,0
sahne nus basura,0
par de zapaatilla dama,2
cerveza 3 display cu 4590,1
botella salsa de soya suave 700ml,0
paquete te de 100 bolsas,0
galleta negrita morocha,0
pasajes en bus interprovincial,5
servilleta elite coctel 50 unidades,3
intervención quirúrgica honorario arsenalera,4
pila duracel,3
jeean mujer,2
zapatillas de varón lona,2
pasaje adulto micro,5
tayecto microbus adulto itinerario pedro de valdivia,5
bebida gaseosa 25 lt,0
antialergico elater crema 15 grs,4
automóvil kia,5
examen radiografía al hombre,4
botella de vino rose cabernet souvignon,1
disfraz pascuense,2
papas 1 saco fresca,0
leggins diseño,2
piramides de cristal regalo,3
coliflor fresca envasada,0
cambio de luces del foco,5
pantalones mujer nuevos,2
mantención auto,5
te supremo,0
bebida 250 ml,0
molde miga sandwich bolsa,0
consulta odontológica niño,4
gancho mural,3
eutirox tratamiento para la tiroide,4
vaselina uso externo,4
atún lomito al agua cu 1319,0
buzo deportivo de hombre,2
calzados de mujer,2
pasaje bus interurbano san gregorio chillan,5
1 paquete vienesas pollo,0
guante algodón,3
medallón de pavo granel,0
juans de hombre,2
2 magnesio ayuda a tener ánimo suplemento alimenticio 2800 cu,4
cerveza 46 grados 355 cc cu,1
casco de seguridad,3
transformador para cerradura eléctrica,3
bordado insignia colegio,2
femelle 20 caja 23 comprimidos,4
rack mini de madera y plástico,3
pechuga pollo,0
supermercado aromatizador,3
paquete turístico colombia,5
copago traumatologia bono,4
asiento vacuno envasado,0
recuerdos y souvenirs especifique imanes figuras,3
dualten 625 mg remedio,4
grasa animal,0
par zapatos infantil de varón de cuero de vestir,2
harina cruda con polvos,0
salteado chapsui congelado,0
cajetilla cigarros lucky strike 20 unidades,1
plumillas auto,5
reparación de auto,5
tuto para bebe,2
fusibles automóvil,5
ibuprofeno caja de farmacos,4
magdalenas tres leches,0
mantequilla reducida en grasas,0
paquete fósforo 6 unidades,3
escritorio de estante,3
cerveza 46 g 6 und,1
set 2 paños de cocina,3
mantel pvc liso,3
medicamento hidrocloricida 4 remedio tiroide,4
dualten com 625 mg,4
marcos de cuadros,3
remedio gotas para los ojos,4
consultas psicólogo infantil,4
samsung j7 prime sin plan solo aparato,6
consultas oculista,4
detergente lavavajilla,3
vino carmenere reserva emiliana,1
peaje concepción chillan,5
vehículo sunny año 2014,5
pago bono psicología,4
revisión frenos tubo de escape,5
par de cordones neón,2
pack de body guagua 24 meses,2
atorvastatina para disminuir colesterol,4
medicamentos hipoglucin caja,4
camiseta deportiva hombre,2
cera crema c 530 cc,3
camisa americanino hombre,2
bolsas grandes basura 700 cu,3
cerveza coors,1
mueble modular para cocinar,3
queso mantecoso en trozo,0
pan espcial a granel,0
yogurt parmalat batido,0
pasaje ida y vuelta caldera,5
paracetamol de 500 mg,4
inf b desc sup 20 b,0
medias mujer transparentes,2
par de panty transparente elasticada,2
cazuela vacuno cerdo,0
bono atención médica urologo,4
piascledine remedio para artritis,4
pares calcetines bebe niño,2
brochetas bambú 50 unidades palitos,3
resonanacia magnética de columna,4
r taxi 1 tramo,5
pijama de hombre largo,2
poleras lolo,2
caja parches curita,4
helados chirimoya alegre individual,0
par botas de agua niña,2
pasajes viña villa alemana micro,5
poleras ropa interior 2 polerones mujer,2
mantención general para mitsubishi sedan incluye cambio de aceite afinamiento neumaticos,5
pollo fresco granel entero,0
panes granel corriente surtido,0
jugo polvo sobre,0
plera de mujer,2
piso plegable,3
truto entero pollo granel,0
shorts hombre,2
cecina de cerdo jamón,0
cigarro cajetilla 20,1
análisis de laboratorio,4
cambio aceite motor cfiltro,5
polera solera mujer,2
marco foto 15x20,3
néctar naranja botella,0
berro fresco,0
pasaje aerero,5
coolips para la congestión,4
pantalón jeans de mujer,2
de sal,0
frasco gotas para ojos visine,4
reparación mecánica a motocross,5
pan corriente hallullas granel,0
tomates racimo,0
cajetilla de cigarro 10 unid,1
conjunto lactante,2
falda infantl,2
cigarro 10,1
arveja jumbo congelada,0
bip cargo,5
bluyens dama,2
botella vino vineyard reserve cabernet savignon carmenere,1
remedios gotas para ojos,4
pasaje vía aeropuerto valparaiso calera,5
multivitaminico centrum 60 comp,4
transfer coyhaique balmaceda,5
viaje en uber maipu santiago centro,5
sop doble muro,3
de clavos por 25 pulgadas,3
ropa interior femenina sostén,2
pastillas anticonceptivos yas,4
zapato de vestir bototo,2
aguas minerales con gas 500 cc cu,0
postre jalea,0
pasajes concepción chillan,5
cera crema tierra,3
pasaje desde villarrica a valdivia,5
pan ciabatta especial granel,0
caja migranol,4
yogurt batido nestle,0
camisa regalo hombre,2
lanzoprazol 30 mg 30 capsulas,4
bebida coca cola 2 litros,0
trutros de alas de pollo a granel,0
remedio para dormir alprazolam,4
bandeja carne envasada materia grasa,0
par de guantes de látex multiuso,3
pasajes cumpleaños,5
pan de mantequilla con sal,0
zapatos mujer hush puppies,2
lámina anti shok iphone,6
cambio de cristales lentes opticos informante,4
metorene para la presión alta,4
camisa tela de varón,2
batería para recarga,6
cuerda para colgar ropa 10 metros,3
cuarzo arroz poto,3
cerveza botella 350cc,1
ropa de mujer vestido,2
tapadura muela,4
toalla nova toalla de papel,3
duraznos conserva frasco,0
medicamento kitadol 500 mg analgésico,4
sopa maggi en polvo sobre,0
medicina general infantil,4
pasaje bus aeropuertosantiago,5
jugo en polvo frutilla 35 gr cu,0
